log,etiqueta_real,prediccion_ml,tipo_ataque_estimado,prediccion_ml_texto,etiqueta_real_texto,detectado_correctamente
Feb 17 12:32:08 ubuntu-victima sshd[4046]: Failed password for root from 192.168.1.50 port 48736 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:21:19 ubuntu-victima sshd[2847]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
Feb 17 17:25:01 ubuntu-victima sshd[3880]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /receive HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /receive   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /Articles HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /Articles   ",1,1,web_attack,ataque,ataque,True
Feb 18 12:10:11 ubuntu-victima systemd[1]: sysstat-collect.service: Deactivated successfully.    ,0,0,unknown,normal,normal,True
Feb 17 13:32:52 ubuntu-victima sshd[4733]: Failed password for root from 192.168.1.50 port 47034 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 17:25:39 ubuntu-victima sshd[3891]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 16:05:13 ubuntu-victima sshd[2209]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /rails HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /rails   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /membres HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /membres   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:46:37 ubuntu-victima sshd[3543]: Failed password for root from 192.168.1.50 port 59842 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:33:18 ubuntu-victima sshd[3169]: Failed password for root from 192.168.1.50 port 60032 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /vadmind HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /vadmind   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /merchant HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /merchant   ",1,1,web_attack,ataque,ataque,True
"{""data"":{""checksum"":""0ba8c291ddfbf1f2afe07222be1c316be51499b3"",""error_log_file_path"":"" "",""file_path"":"" "",""item_id"":""d192727dbb7470164d01567301b7f98953dc8226"",""log_file_path"":"" "",""process_args"":"" "",""process_executable"":""/usr/lib/systemd/system/upower.service"",""process_group_name"":"" "",""process_pid"":0,""process_root_directory"":"" "",""process_working_directory"":"" "",""scan_time"":""2026/02/17 16:53:54"",""service_address"":"" "",""service_description"":""Daemon for power management"",""service_enabled"":""disabled"",""service_exit_code"":0,""service_frequency"":0,""service_id"":""upower"",""service_inetd_compatibility"":0,""service_name"":""upower"",""service_object_path"":""/org/freedesktop/systemd1/unit/upower_2eservice"",""service_restart"":"" "",""service_start_type"":"" "",""service_starts_on_mount"":0,""service_starts_on_not_empty_directory"":"" "",""service_starts_on_path_modified"":"" "",""service_state"":""active"",""service_sub_state"":""running"",""service_target_address"":""/"",""service_target_ephemeral_id"":0,""service_type"":"" "",""service_win32_exit_code"":0},""operation"":""INSERTED"",""type"":""dbsync_services""}    ",0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /CVS/Repository HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /CVS/Repository   ",1,1,web_attack,ataque,ataque,True
Feb 17 13:28:03 ubuntu-victima sshd[4577]: Failed password for root from 192.168.1.50 port 47246 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 13:28:40 ubuntu-victima sshd[4594]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 40478 ssh2 [preauth]  root ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /jessica HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /jessica   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /G HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /G   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [03/Mar/2026:10:04:16 +0000] ""GET / HTTP/1.1"" 200 10926 ""-"" ""Mozilla/5.0"" /   ",0,0,web_attack,normal,normal,True
Feb 17 17:02:27 ubuntu-victima sshd[3204]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 48934 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
Feb 17 16:19:48 ubuntu-victima sshd[2405]: Failed password for vboxuser from 192.168.1.50 port 40426 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 16 17:59:25 ubuntu-victima sshd[1902]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
Feb 17 16:50:58 ubuntu-victima sshd[2843]: Disconnecting authenticating user vboxuser 192.168.1.50 port 45202: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /subs HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /subs   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:42:58 ubuntu-victima sshd[3442]: Failed password for root from 192.168.1.50 port 50696 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /Research HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /Research   ",1,1,web_attack,ataque,ataque,True
Feb 17 13:26:05 ubuntu-victima sshd[4517]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 33858 ssh2 [preauth]  root ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /nul HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /nul   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:44:04 ubuntu-victima sshd[2636]: Disconnecting authenticating user vboxuser 192.168.1.50 port 35164: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
Feb 16 18:33:16 ubuntu-victima sshd[3173]: Failed password for root from 192.168.1.50 port 53514 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /rte HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /rte   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /live HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /live   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /fc HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /fc   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /addresses HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /addresses   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /gbook HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /gbook   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /lostpassword HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /lostpassword   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:28:15 ubuntu-victima sshd[3964]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 47490 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /blah HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /blah   ",1,1,web_attack,ataque,ataque,True
Feb 26 11:13:54 ubuntu-victima kernel: [UFW ALLOW] IN= OUT=enp0s3 SRC=fe80:0000:0000:0000:0a00:27ff:feff:a05c DST=ff02:0000:0000:0000:0000:0000:0001:0002 LEN=92 TC=0 HOPLIMIT=1 FLOWLBL=741053 PROTO=UDP SPT=546 DPT=547 LEN=52      ,0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /2005 HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /2005   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:14:54 ubuntu-victima sshd[3567]: Failed password for vboxuser from 192.168.1.50 port 51272 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 13:29:38 ubuntu-victima sshd[4630]: Failed password for root from 192.168.1.50 port 54068 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 17:25:57 ubuntu-victima sshd[3900]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /connections HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /connections   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /previous HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /previous   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /catalogs HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /catalogs   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:32:45 ubuntu-victima sshd[4097]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 48370 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
Feb 16 18:16:26 ubuntu-victima sshd[2718]: Failed password for root from 192.168.1.50 port 42150 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 17:02:07 ubuntu-victima sshd[3198]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /trap HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /trap   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /w HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /w   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:28:04 ubuntu-victima sshd[3029]: Failed password for root from 192.168.1.50 port 44570 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:21:11 ubuntu-victima sshd[2853]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,ssh_attack,normal,normal,True
Feb 17 17:03:10 ubuntu-victima sshd[3234]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /listinfo HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /listinfo   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:08:48 ubuntu-victima sshd[2466]: Failed password for root from 192.168.1.50 port 39650 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:17:51 ubuntu-victima sshd[2753]: Failed password for root from 192.168.1.50 port 37322 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /replicas HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /replicas   ",1,1,web_attack,ataque,ataque,True
Feb 26 11:21:57 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2      ,0,0,unknown,normal,normal,True
Feb 17 16:55:05 ubuntu-victima sshd[2997]: Failed password for vboxuser from 192.168.1.50 port 56176 ssh2  vboxuser ,1,0,ssh_attack,normal,ataque,False
ossec: output: 'df -P': Filesystem     1024-blocks    Used Available Capacity Mounted on    ,0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /viewforum HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /viewforum   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /gif HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /gif   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:05:49 ubuntu-victima sshd[3308]: Failed password for vboxuser from 192.168.1.50 port 53454 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:27:15 ubuntu-victima sshd[3935]: Disconnecting authenticating user vboxuser 192.168.1.50 port 55086: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
Feb 16 18:27:03 ubuntu-victima sshd[2987]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /mt-search HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /mt-search   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:28:34 ubuntu-victima sshd[3037]: Failed password for root from 192.168.1.50 port 57500 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /install-xaom HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /install-xaom   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /updateinstaller HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /updateinstaller   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /sendfriend HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /sendfriend   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:51:18 ubuntu-victima sshd[2851]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /action HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /action   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:15:49 ubuntu-victima sshd[2699]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /sv HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /sv   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:03:12 ubuntu-victima sshd[3230]: Failed password for vboxuser from 192.168.1.50 port 47186 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /certenroll HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /certenroll   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /nets HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /nets   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:36:03 ubuntu-victima sshd[3246]: Disconnecting authenticating user root 192.168.1.50 port 42842: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
Feb 17 12:29:34 ubuntu-victima sshd[3964]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,ssh_attack,normal,normal,True
ossec: output: 'df -P': Filesystem     1024-blocks    Used Available Capacity Mounted on    ,0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /tell_a_friend HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /tell_a_friend   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /About HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /About   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:31:23 ubuntu-victima sshd[3110]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:53:53 ubuntu-victima sshd[3746]: Failed password for root from 192.168.1.50 port 48488 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /team HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /team   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:25:55 ubuntu-victima sshd[3907]: Failed password for vboxuser from 192.168.1.50 port 44640 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /administr8 HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /administr8   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:47:34 ubuntu-victima sshd[2743]: Failed password for vboxuser from 192.168.1.50 port 54714 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /lpt1 HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /lpt1   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /images1 HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /images1   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /greybox HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /greybox   ",1,1,web_attack,ataque,ataque,True
"{""data"":{""architecture"":""x86_64"",""checksum"":""1771418620708010820"",""hostname"":""ubuntu-victima"",""os_codename"":""noble"",""os_major"":""24"",""os_minor"":""04"",""os_name"":""Ubuntu"",""os_patch"":""3"",""os_platform"":""ubuntu"",""os_version"":""24.04.3 LTS (Noble Numbat)"",""release"":""6.8.0-100-generic"",""scan_time"":""2026/02/18 12:43:40"",""sysname"":""Linux"",""version"":""#100-Ubuntu SMP PREEMPT_DYNAMIC Tue Jan 13 16:40:06 UTC 2026""},""operation"":""MODIFIED"",""type"":""dbsync_osinfo""}    ",0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /msoffice HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /msoffice   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /administratoraccounts HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /administratoraccounts   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:23:10 ubuntu-victima sshd[3813]: Failed password for vboxuser from 192.168.1.50 port 48636 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /disclosure HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /disclosure   ",1,1,web_attack,ataque,ataque,True
Feb 17 12:33:11 ubuntu-victima sshd[4078]: Failed password for root from 192.168.1.50 port 49192 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /threadtag HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /threadtag   ",1,1,web_attack,ataque,ataque,True
Feb 17 12:30:59 ubuntu-victima sshd[4012]: Failed password for root from 192.168.1.50 port 50354 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /autodiscover HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /autodiscover   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /images HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /images   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:22:36 ubuntu-victima sshd[3791]: Disconnecting authenticating user vboxuser 192.168.1.50 port 55568: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /marketplace HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /marketplace   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:26:50 ubuntu-victima sshd[3929]: Failed password for vboxuser from 192.168.1.50 port 36360 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:13:44 ubuntu-victima sshd[3534]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 57752 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
Feb 17 17:16:18 ubuntu-victima sshd[3608]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 12:27:58 ubuntu-victima sshd[3918]: Failed password for root from 192.168.1.50 port 59560 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /change_password HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /change_password   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /cyberworld HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /cyberworld   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:45:49 ubuntu-victima sshd[2695]: Failed password for vboxuser from 192.168.1.50 port 44530 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:02:35 ubuntu-victima sshd[3214]: Failed password for vboxuser from 192.168.1.50 port 40488 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 16:45:31 ubuntu-victima sshd[2677]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /403 HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /403   ",1,1,web_attack,ataque,ataque,True
Feb 17 12:27:17 ubuntu-victima sshd[3900]: Failed password for root from 192.168.1.50 port 44450 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /canada HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /canada   ",1,1,web_attack,ataque,ataque,True
"{""data"":{""checksum"":""446438d49a7efd62e0d890e773c11682ffb4960c"",""cmd"":""/usr/lib/systemd/systemd-networkd"",""egroup"":""systemd-network"",""euser"":""systemd-network"",""fgroup"":""systemd-network"",""name"":""systemd-network"",""nice"":0,""nlwp"":1,""pgrp"":493,""pid"":""493"",""ppid"":1,""priority"":20,""processor"":2,""resident"":9500,""rgroup"":""systemd-network"",""ruser"":""systemd-network"",""scan_time"":""2026/02/17 12:48:37"",""session"":493,""sgroup"":""systemd-network"",""share"":2084,""size"":4753,""start_time"":1771325289,""state"":""S"",""stime"":25,""suser"":""systemd-network"",""tgid"":493,""tty"":0,""utime"":12,""vm_size"":19012},""operation"":""MODIFIED"",""type"":""dbsync_processes""}    ",0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /cmsadmin HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /cmsadmin   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:01:08 ubuntu-victima sshd[3170]: Failed password for vboxuser from 192.168.1.50 port 52254 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /radmind-1 HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /radmind-1   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:47:33 ubuntu-victima sshd[2739]: Failed password for vboxuser from 192.168.1.50 port 35648 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /.svn HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /.svn   ",1,1,web_attack,ataque,ataque,True
ossec: output: 'df -P': tmpfs               253652    1052    252600       1% /run    ,0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /mysqld HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /mysqld   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:11:35 ubuntu-victima sshd[3466]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 42078 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /roles HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /roles   ",1,1,web_attack,ataque,ataque,True
Feb 17 13:34:20 ubuntu-victima sshd[4781]: Failed password for root from 192.168.1.50 port 37294 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /jsx HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /jsx   ",1,1,web_attack,ataque,ataque,True
Feb 16 17:59:01 ubuntu-victima sshd[1890]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,ssh_attack,normal,normal,True
Feb 17 17:06:04 ubuntu-victima sshd[3322]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 35186 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
