log,etiqueta_real,prediccion_ml,tipo_ataque_estimado,prediccion_ml_texto,etiqueta_real_texto,detectado_correctamente
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /fla HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /fla   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:54:33 ubuntu-victima sshd[3766]: Failed password for root from 192.168.1.50 port 38552 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:55:27 ubuntu-victima sshd[3787]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:11:52 ubuntu-victima sshd[2553]: Failed password for root from 192.168.1.50 port 36794 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /resource HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /resource   ",1,1,web_attack,ataque,ataque,True
Feb 17 12:27:40 ubuntu-victima sshd[3908]: Failed password for root from 192.168.1.50 port 53258 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /calling HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /calling   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /tabs HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /tabs   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /bkup HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /bkup   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /technology HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /technology   ",1,1,web_attack,ataque,ataque,True
2026-02-18 12:13:25 startup packages configure    ,0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /iw HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /iw   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:44:56 ubuntu-victima sshd[2665]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /backup-db HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /backup-db   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:56:58 ubuntu-victima sshd[3050]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"{""data"":{""argvs"":""splash noprompt noshell automatic-ubiquity"",""checksum"":""1368ce7aff23336f9a0d37590a3193d38ecf1050"",""cmd"":""/sbin/init"",""egroup"":""root"",""euser"":""root"",""fgroup"":""root"",""name"":""systemd"",""nice"":0,""nlwp"":1,""pgrp"":1,""pid"":""1"",""ppid"":0,""priority"":20,""processor"":1,""resident"":13296,""rgroup"":""root"",""ruser"":""root"",""scan_time"":""2026/02/17 17:54:10"",""session"":1,""sgroup"":""root"",""share"":2375,""size"":5542,""start_time"":1771343608,""state"":""S"",""stime"":253,""suser"":""root"",""tgid"":1,""tty"":0,""utime"":102,""vm_size"":22168},""operation"":""MODIFIED"",""type"":""dbsync_processes""}    ",0,0,unknown,normal,normal,True
Feb 17 17:25:43 ubuntu-victima sshd[3902]: Failed password for vboxuser from 192.168.1.50 port 48510 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:12:14 ubuntu-victima sshd[3492]: Failed password for vboxuser from 192.168.1.50 port 35228 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /Security HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /Security   ",1,1,web_attack,ataque,ataque,True
Feb 16 17:50:59 ubuntu-victima systemd[1]: snapd.service: Deactivated successfully.    ,0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /podcast HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /podcast   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:27:18 ubuntu-victima sshd[3011]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /servlets HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /servlets   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /ora HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /ora   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /.htaccess_ HTTP/1.1"" 403 438 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /.htaccess_   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:06:38 ubuntu-victima sshd[2414]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,ssh_attack,normal,normal,True
Feb 17 17:27:50 ubuntu-victima sshd[3958]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /srv HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /srv   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:48:13 ubuntu-victima sshd[2765]: Failed password for vboxuser from 192.168.1.50 port 52894 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /jj HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /jj   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:55:50 ubuntu-victima sshd[3027]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:22:56 ubuntu-victima sshd[3809]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 18 12:13:23 ubuntu-victima polkitd[2684]: Loading rules from directory /etc/polkit-1/rules.d    ,0,0,unknown,normal,normal,True
Feb 17 16:46:17 ubuntu-victima sshd[2712]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /feedback_js HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /feedback_js   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /meta_tags HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /meta_tags   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:04:16 ubuntu-victima sshd[3263]: Failed password for vboxuser from 192.168.1.50 port 44636 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 13:32:25 ubuntu-victima sshd[4719]: Disconnecting authenticating user root 192.168.1.50 port 48810: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
Feb 17 17:02:59 ubuntu-victima sshd[3224]: Failed password for vboxuser from 192.168.1.50 port 37618 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /portfoliofiles HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /portfoliofiles   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /07 HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /07   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:53:33 ubuntu-victima sshd[3734]: Failed password for root from 192.168.1.50 port 46444 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 16:26:05 ubuntu-victima sshd[2580]: PAM service(sshd) ignoring max retries; 4 > 3    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /pa HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /pa   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:14:22 ubuntu-victima sshd[3551]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
Feb 16 18:32:51 ubuntu-victima sshd[3165]: Failed password for root from 192.168.1.50 port 37156 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:09:34 ubuntu-victima sshd[2496]: Failed password for root from 192.168.1.50 port 34494 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 17:00:22 ubuntu-victima sshd[3153]: Failed password for vboxuser from 192.168.1.50 port 33888 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 16 18:50:11 ubuntu-victima sshd[3635]: Failed password for root from 192.168.1.50 port 54942 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 16 18:46:00 ubuntu-victima sshd[3526]: Failed password for root from 192.168.1.50 port 52704 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /front HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /front   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /perl HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /perl   ",1,1,web_attack,ataque,ataque,True
Mar 03 10:09:29 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2      ,0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /reversed HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /reversed   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:08:42 ubuntu-victima sshd[2464]: Failed password for root from 192.168.1.50 port 47622 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /banneradmin HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /banneradmin   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /synced HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /synced   ",1,1,web_attack,ataque,ataque,True
Feb 17 12:01:55 ubuntu-victima sshd[3787]: Disconnecting authenticating user root 192.168.1.50 port 36290: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /testimonials HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /testimonials   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /detail HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /detail   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:45:45 ubuntu-victima sshd[2685]: Failed password for vboxuser from 192.168.1.50 port 44892 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 16:49:03 ubuntu-victima sshd[2781]: Disconnecting authenticating user vboxuser 192.168.1.50 port 36364: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /_vti_map HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /_vti_map   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /monitoring HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /monitoring   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /error-log HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /error-log   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /related HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /related   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:19:42 ubuntu-victima sshd[2397]: Failed password for vboxuser from 192.168.1.50 port 40308 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /deny HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /deny   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /component HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /component   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:53:43 ubuntu-victima sshd[3736]: Failed password for root from 192.168.1.50 port 33518 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 16:02:59 ubuntu-victima sshd[2144]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
Feb 17 11:14:54 ubuntu-victima sshd[2823]: Failed password for root from 192.168.1.50 port 35002 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /known_hosts HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /known_hosts   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:18:25 ubuntu-victima sshd[2767]: Failed password for root from 192.168.1.50 port 54630 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 17:18:45 ubuntu-victima sshd[3687]: Failed password for vboxuser from 192.168.1.50 port 53408 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:21:30 ubuntu-victima sshd[3760]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 37570 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /menus HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /menus   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /mirror HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /mirror   ",1,1,web_attack,ataque,ataque,True
Feb 16 17:57:08 ubuntu-victima sshd[1842]: Disconnecting authenticating user root 192.168.1.50 port 36058: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
Feb 16 17:59:01 ubuntu-victima sshd[1890]: Disconnecting authenticating user root 192.168.1.50 port 47068: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /cat HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /cat   ",1,1,web_attack,ataque,ataque,True
Feb 17 13:33:20 ubuntu-victima sshd[4752]: Failed password for root from 192.168.1.50 port 56724 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 16:45:46 ubuntu-victima sshd[2691]: Failed password for vboxuser from 192.168.1.50 port 44906 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:02:17 ubuntu-victima sshd[3208]: Failed password for vboxuser from 192.168.1.50 port 48950 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /emailhandler HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /emailhandler   ",1,1,web_attack,ataque,ataque,True
Feb 16 18:42:29 ubuntu-victima sshd[3422]: Disconnecting authenticating user root 192.168.1.50 port 49596: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
Feb 17 16:50:56 ubuntu-victima sshd[2841]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
Feb 17 16:46:37 ubuntu-victima sshd[2714]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 39318 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
Feb 16 18:27:52 ubuntu-victima sshd[3021]: Failed password for root from 192.168.1.50 port 59424 ssh2  root ,0,0,ssh_attack,normal,normal,True
Feb 17 16:46:12 ubuntu-victima sshd[2701]: Failed password for vboxuser from 192.168.1.50 port 35332 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /administratoraccounts HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /administratoraccounts   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:16 +0000] ""GET /shared HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /shared   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /changepwd HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /changepwd   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:57:00 ubuntu-victima sshd[3063]: Failed password for vboxuser from 192.168.1.50 port 41716 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:16:10 ubuntu-victima sshd[3606]: Failed password for vboxuser from 192.168.1.50 port 42478 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /fw HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /fw   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:18:43 ubuntu-victima sshd[2368]: Failed password for vboxuser from 192.168.1.50 port 54730 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:18:25 ubuntu-victima sshd[3679]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
Feb 17 16:06:02 ubuntu-victima sshd[2245]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"{""data"":{""checksum"":""0d23e663c7d7b3a6d68ea62db80345f6067a7b62"",""egroup"":""root"",""euser"":""root"",""fgroup"":""root"",""name"":""kworker/u12:1-f"",""nice"":0,""nlwp"":1,""pgrp"":0,""pid"":""3186"",""ppid"":2,""priority"":20,""processor"":3,""resident"":0,""rgroup"":""root"",""ruser"":""root"",""scan_time"":""2026/02/17 12:48:37"",""session"":0,""sgroup"":""root"",""share"":0,""size"":0,""start_time"":1771327577,""state"":""I"",""stime"":6,""suser"":""root"",""tgid"":3186,""tty"":0,""utime"":0,""vm_size"":0},""operation"":""DELETED"",""type"":""dbsync_processes""}    ",0,0,unknown,normal,normal,True
Feb 17 16:50:42 ubuntu-victima sshd[2835]: Failed password for vboxuser from 192.168.1.50 port 50940 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 13:36:36 ubuntu-victima sshd[4857]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 48806 ssh2 [preauth]  root ,1,1,ssh_attack,ataque,ataque,True
Feb 17 16:07:11 ubuntu-victima sshd[2273]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 36608 ssh2 [preauth]  root ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /exclude HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /exclude   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:21:36 ubuntu-victima sshd[3762]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 32864 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /app_browser HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /app_browser   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:21:15 ubuntu-victima sshd[2439]: PAM service(sshd) ignoring max retries; 6 > 3    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /_template HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /_template   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /ucenter HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /ucenter   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /corba HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /corba   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:56:58 ubuntu-victima sshd[3049]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 43354 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /rank HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /rank   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:24:23 ubuntu-victima sshd[2531]: Failed password for vboxuser from 192.168.1.50 port 60526 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
Feb 17 17:17:25 ubuntu-victima sshd[3647]: Failed password for vboxuser from 192.168.1.50 port 38718 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
ossec: output: 'df -P': /dev/sda2         25623780 2902992  21393840      12% /    ,0,0,unknown,normal,normal,True
Feb 26 11:09:16 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2      ,0,0,unknown,normal,normal,True
Feb 17 17:17:16 ubuntu-victima sshd[3641]: Failed password for vboxuser from 192.168.1.50 port 54446 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /radmind HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /radmind   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /FCKeditor HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /FCKeditor   ",1,1,web_attack,ataque,ataque,True
Feb 16 17:58:02 ubuntu-victima sshd[1869]: Failed password for root from 192.168.1.50 port 55076 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /sendtofriend HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /sendtofriend   ",1,1,web_attack,ataque,ataque,True
Feb 26 11:07:44 ubuntu-victima kernel: [UFW ALLOW] IN= OUT=enp0s3 SRC=192.168.1.48 DST=80.58.61.254 LEN=85 TOS=0x00 PREC=0x00 TTL=64 ID=43934 PROTO=UDP SPT=53924 DPT=53 LEN=65      ,0,0,unknown,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /favorites HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /favorites   ",1,1,web_attack,ataque,ataque,True
Feb 16 17:58:47 ubuntu-victima sshd[1886]: Failed password for root from 192.168.1.50 port 58130 ssh2  root ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /labels HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /labels   ",1,1,web_attack,ataque,ataque,True
Feb 17 13:15:01 ubuntu-victima CRON[4441]: pam_unix(cron:session): session closed for user root  root ,0,0,ssh_attack,normal,normal,True
Feb 17 16:20:28 ubuntu-victima sshd[2422]: Disconnecting authenticating user vboxuser 192.168.1.50 port 45630: Too many authentication failures [preauth]    ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:08:14 +0000] ""GET /contao HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /contao   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:15 +0000] ""GET /ptopic HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /ptopic   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /ca HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /ca   ",1,1,web_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:08:13 +0000] ""GET /back-up HTTP/1.1"" 404 435 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" /back-up   ",1,1,web_attack,ataque,ataque,True
Feb 17 16:56:24 ubuntu-victima sshd[3033]: error: maximum authentication attempts exceeded for vboxuser from 192.168.1.50 port 40606 ssh2 [preauth]  vboxuser ,1,1,ssh_attack,ataque,ataque,True
Feb 16 17:56:07 ubuntu-victima sshd[1681]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52340 ssh2 [preauth]  root ,1,1,ssh_attack,ataque,ataque,True
"192.168.1.50 - - [26/Feb/2026:11:19:15 +0000] ""GET /admin4_colon HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /admin4_colon   ",1,1,web_attack,ataque,ataque,True
Feb 17 17:14:47 ubuntu-victima sshd[3567]: Failed password for vboxuser from 192.168.1.50 port 51272 ssh2  vboxuser ,0,0,ssh_attack,normal,normal,True
"192.168.1.50 - - [26/Feb/2026:11:19:16 +0000] ""GET /landingpages HTTP/1.1"" 404 435 ""-"" ""gobuster/3.8"" /landingpages   ",1,1,web_attack,ataque,ataque,True
