_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.protocol,_source.data.srcip,_source.data.id,_source.data.url,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.nist_800_53,_source.rule.gdpr,_source.data.srcuser,_source.data.uid,_source.data.dstuser,_source.decoder.parent,_source.decoder,label,label_reason
wazuh-archives-4.x-2026.03.03,hGMfs5wBrbzKPwSZKxy0,1,1,ubuntu-victima,kernel,Mar 03 09:54:48,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:54:48 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:54:49.767",journald,1772531689.122594,"Mar 3, 2026 @ 10:54:49.767", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,H2Mfs5wBrbzKPwSZfR3V,1,1,ubuntu-victima,kernel,Mar 03 09:55:08,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:55:08 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:55:09.770",journald,1772531709.122594,"Mar 3, 2026 @ 10:55:09.770", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,IGMfs5wBrbzKPwSZfR3V,1,1,ubuntu-victima,kernel,Mar 03 09:55:08,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:55:08 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:55:09.770",journald,1772531709.122594,"Mar 3, 2026 @ 10:55:09.770", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,K2Mfs5wBrbzKPwSZ0x3H,1,1,ubuntu-victima,kernel,Mar 03 09:55:28,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:55:28 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:55:29.591",journald,1772531729.122594,"Mar 3, 2026 @ 10:55:29.591", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,LGMfs5wBrbzKPwSZ0x3H,1,1,ubuntu-victima,kernel,Mar 03 09:55:28,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:55:28 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:55:29.635",journald,1772531729.122594,"Mar 3, 2026 @ 10:55:29.635", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,a2Mfs5wBrbzKPwSZHxz1,1,1,ubuntu-victima,kernel,Mar 03 09:54:43,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:54:43 ubuntu-victima kernel: [UFW AUDIT] IN= OUT=enp0s3 SRC=fe80:0000:0000:0000:0a00:27ff:feff:a05c DST=ff02:0000:0000:0000:0000:0000:0001:0002 LEN=92 TC=0 HOPLIMIT=1 FLOWLBL=980963 PROTO=UDP SPT=546 DPT=547 LEN=52 ,log,"Mar 3, 2026 @ 10:54:43.016",journald,1772531683.122594,"Mar 3, 2026 @ 10:54:43.016", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,UmMhs5wBrbzKPwSZHR8d,1,1,ubuntu-victima,kernel,Mar 03 09:56:48,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:56:48 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:56:49.785",journald,1772531809.122594,"Mar 3, 2026 @ 10:56:49.785", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,U2Mhs5wBrbzKPwSZHR8d,1,1,ubuntu-victima,kernel,Mar 03 09:56:48,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:56:48 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:56:49.825",journald,1772531809.122594,"Mar 3, 2026 @ 10:56:49.825", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,CGMgs5wBrbzKPwSZvx9I,1,1,ubuntu-victima,kernel,Mar 03 09:56:28,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:56:28 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:56:29.779",journald,1772531789.122594,"Mar 3, 2026 @ 10:56:29.779", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,H2Mgs5wBrbzKPwSZwx83,1,1,ubuntu-victima,kernel,Mar 03 09:56:33,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:56:33 ubuntu-victima kernel: [UFW ALLOW] IN= OUT=enp0s3 SRC=fe80:0000:0000:0000:0a00:27ff:feff:a05c DST=ff02:0000:0000:0000:0000:0000:0001:0002 LEN=92 TC=0 HOPLIMIT=1 FLOWLBL=980963 PROTO=UDP SPT=546 DPT=547 LEN=52 ,log,"Mar 3, 2026 @ 10:56:33.779",journald,1772531793.122594,"Mar 3, 2026 @ 10:56:33.779", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,QGMfs5wBrbzKPwSZ_h3G,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,web-accesslog,"192.168.1.50 - - [03/Mar/2026:09:55:41 +0000] ""GET /index.html HTTP/1.1"" 200 10926 ""-"" ""curl/8.17.0""",log,"Mar 3, 2026 @ 10:55:41.580",/var/log/apache2/access.log,1772531741.122594,"Mar 3, 2026 @ 10:55:41.580",GET,192.168.1.50,200,/index.html, , , , , , , , , , , , , , ,"{""name"":""web-accesslog""}",0,normal_web
wazuh-archives-4.x-2026.03.03,QmMfs5wBrbzKPwSZ_h3G,1,1,ubuntu-victima,kernel,Mar 03 09:55:41,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:55:41 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=08:00:27:ff:a0:5c:08:00:27:e0:6c:d7:08:00 SRC=192.168.1.50 DST=192.168.1.48 LEN=60 TOS=0x00 PREC=0x00 TTL=64 ID=16736 DF PROTO=TCP SPT=47140 DPT=80 WINDOW=64240 RES=0x00 SYN URGP=0 ,log,"Mar 3, 2026 @ 10:55:41.580",journald,1772531741.122594,"Mar 3, 2026 @ 10:55:41.580", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,FmMis5wBrbzKPwSZeiMS,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,web-accesslog,"192.168.1.50 - - [03/Mar/2026:09:58:18 +0000] ""GET / HTTP/1.1"" 200 10926 ""-"" ""curl/8.17.0""",log,"Mar 3, 2026 @ 10:58:18.798",/var/log/apache2/access.log,1772531898.122727,"Mar 3, 2026 @ 10:58:18.798",GET,192.168.1.50,200,/, , , , , , , , , , , , , , ,"{""name"":""web-accesslog""}",0,normal_web
wazuh-archives-4.x-2026.03.03,J2Mis5wBrbzKPwSZeiMS,1,1,ubuntu-victima,kernel,Mar 03 09:58:21,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:58:21 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=08:00:27:ff:a0:5c:08:00:27:e0:6c:d7:08:00 SRC=192.168.1.50 DST=192.168.1.48 LEN=60 TOS=0x00 PREC=0x00 TTL=64 ID=22147 DF PROTO=TCP SPT=36166 DPT=80 WINDOW=64240 RES=0x00 SYN URGP=0 ,log,"Mar 3, 2026 @ 10:58:21.833",journald,1772531901.122727,"Mar 3, 2026 @ 10:58:21.833", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,KGMis5wBrbzKPwSZeiMS,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,web-accesslog,"192.168.1.50 - - [03/Mar/2026:09:58:23 +0000] ""GET /login HTTP/1.1"" 404 435 ""-"" ""curl/8.17.0""",log,"Mar 3, 2026 @ 10:58:23.831",/var/log/apache2/access.log,1772531903.1227713,"Mar 3, 2026 @ 10:58:23.831",GET,192.168.1.50,404,/login,4,false,5,"[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,"[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , , , ,"{""name"":""web-accesslog""}",0,normal_web
wazuh-archives-4.x-2026.03.03,9mMjs5wBrbzKPwSZwyN6,1,1,ubuntu-victima,kernel,Mar 03 09:59:48,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:59:48 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:59:49.939",journald,1772531989.1227713,"Mar 3, 2026 @ 10:59:49.939", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,W2Mis5wBrbzKPwSZ6yN1,1,1,ubuntu-victima,kernel,Mar 03 09:58:48,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:58:48 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:58:49.678",journald,1772531929.1227713,"Mar 3, 2026 @ 10:58:49.678", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,bWMjs5wBrbzKPwSZBiPQ,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,ossec,"ossec: output: 'last -n 20':
reboot   system boot  6.8.0-101-generi Tue Mar  3 09:16   still running
vboxuser pts/0        192.168.1.36     Thu Feb 26 09:00 - crash (5+00:16)
reboot   system boot  6.8.0-100-generi Thu Feb 26 08:58   still running
vboxuser pts/0        192.168.1.36     Wed Feb 25 16:18 - crash  (16:40)
reboot   system boot  6.8.0-100-generi Wed Feb 25 16:15   still running
reboot   system boot  6.8.0-100-generi Mon Feb 23 17:17   still running
vboxuser pts/0        192.168.1.36     Mon Feb 23 17:13 - crash  (00:03)
reboot   system boot  6.8.0-100-generi Mon Feb 23 15:58   still running
vboxuser pts/0        192.168.1.36     Sat Feb 21 10:48 - crash (2+05:10)
reboot   system boot  6.8.0-100-generi Sat Feb 21 09:53   still running
reboot   system boot  6.8.0-100-generi Fri Feb 20 10:10   still running
vboxuser pts/1        192.168.1.50     Wed Feb 18 12:47 - 12:47  (00:00)
vboxuser pts/0        192.168.1.36     Wed Feb 18 12:43 - crash (1+21:26)
vboxuser pts/0        192.168.1.50     Wed Feb 18 11:44 - 11:44  (00:00)
vboxuser pts/0        192.168.1.50     Wed Feb 18 11:43 - 11:44  (00:00)
reboot   system boot  6.8.0-100-generi Wed Feb 18 11:43   still running
reboot   system boot  6.8.0-100-generi Tue Feb 17 15:53   still running
reboot   system boot  6.8.0-100-generi Tue Feb 17 10:48   still running
reboot   system boot  6.8.0-100-generi Mon Feb 16 17:50   still running
reboot   system boot  6.8.0-100-generi Wed Feb 11 10:22   still running
wtmp begins Mon Feb  9 15:57:40 2026",log,"Mar 3, 2026 @ 10:58:59.666",last -n 20,1772531939.1227713,"Mar 3, 2026 @ 10:58:59.666", , , , , , , , , , , , , , , , , , ,"{""name"":""ossec""}",0,normal_web
wazuh-archives-4.x-2026.03.03,jWMjs5wBrbzKPwSZJCMu,1,1,ubuntu-victima,kernel,Mar 03 09:59:08,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:59:08 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:59:09.161",journald,1772531949.1227713,"Mar 3, 2026 @ 10:59:09.161", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,NmMis5wBrbzKPwSZjSOf,1,1,ubuntu-victima,kernel,Mar 03 09:58:28,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:58:28 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:58:29.833",journald,1772531909.1227713,"Mar 3, 2026 @ 10:58:29.833", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,pGMls5wBrbzKPwSZzCVl,1,1,ubuntu-victima,kernel,Mar 03 10:01:58,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 10:01:58 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 11:01:59.825",journald,1772532119.1227713,"Mar 3, 2026 @ 11:01:59.825", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,gmMms5wBrbzKPwSZKCZD,1,1,ubuntu-victima,kernel,Mar 03 10:02:26,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 10:02:26 ubuntu-victima kernel: [UFW ALLOW] IN= OUT=enp0s3 SRC=fe80:0000:0000:0000:0a00:27ff:feff:a05c DST=ff02:0000:0000:0000:0000:0000:0001:0002 LEN=92 TC=0 HOPLIMIT=1 FLOWLBL=980963 PROTO=UDP SPT=546 DPT=547 LEN=52 ,log,"Mar 3, 2026 @ 11:02:25.292",journald,1772532145.1227713,"Mar 3, 2026 @ 11:02:25.292", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,lmMms5wBrbzKPwSZMyb7,1,1,ubuntu-victima,kernel,Mar 03 10:02:28,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 10:02:28 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 11:02:29.250",journald,1772532149.1227713,"Mar 3, 2026 @ 11:02:29.250", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,N2Mls5wBrbzKPwSZ5ybA,1,1,ubuntu-victima,kernel,Mar 03 10:02:08,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 10:02:08 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 11:02:09.745",journald,1772532129.1227713,"Mar 3, 2026 @ 11:02:09.745", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,cWMls5wBrbzKPwSZVyUc,1,1,ubuntu-victima,kernel,Mar 03 10:01:28,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 10:01:28 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 11:01:29.967",journald,1772532089.1227713,"Mar 3, 2026 @ 11:01:29.967", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,mWMms5wBrbzKPwSZ_ime,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,web-accesslog,"192.168.1.50 - - [03/Mar/2026:10:03:21 +0000] ""GET / HTTP/1.1"" 200 10926 ""-"" ""Mozilla/5.0""",log,"Mar 3, 2026 @ 11:03:22.018",/var/log/apache2/access.log,1772532202.1233923,"Mar 3, 2026 @ 11:03:22.018",GET,192.168.1.50,200,/, , , , , , , , , , , , , , ,"{""name"":""web-accesslog""}",0,normal_web
wazuh-archives-4.x-2026.03.03,omMns5wBrbzKPwSZTCrU,1,1,ubuntu-victima,kernel,Mar 03 10:03:41,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 10:03:41 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=08:00:27:ff:a0:5c:08:00:27:e0:6c:d7:08:00 SRC=192.168.1.50 DST=192.168.1.48 LEN=60 TOS=0x00 PREC=0x00 TTL=64 ID=64995 DF PROTO=TCP SPT=40720 DPT=80 WINDOW=64240 RES=0x00 SYN URGP=0 ,log,"Mar 3, 2026 @ 11:03:41.794",journald,1772532221.1233923,"Mar 3, 2026 @ 11:03:41.794", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,oWMns5wBrbzKPwSZnSsC,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,web-accesslog,"192.168.1.50 - - [03/Mar/2026:10:04:01 +0000] ""GET / HTTP/1.1"" 200 10926 ""-"" ""Mozilla/5.0""",log,"Mar 3, 2026 @ 11:04:02.258",/var/log/apache2/access.log,1772532242.1233923,"Mar 3, 2026 @ 11:04:02.258",GET,192.168.1.50,200,/, , , , , , , , , , , , , , ,"{""name"":""web-accesslog""}",0,normal_web
wazuh-archives-4.x-2026.03.03,UmMns5wBrbzKPwSZOSpH,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,web-accesslog,"192.168.1.50 - - [03/Mar/2026:10:03:36 +0000] ""GET / HTTP/1.1"" 200 10926 ""-"" ""Mozilla/5.0""",log,"Mar 3, 2026 @ 11:03:36.967",/var/log/apache2/access.log,1772532216.1233923,"Mar 3, 2026 @ 11:03:36.967",GET,192.168.1.50,200,/, , , , , , , , , , , , , , ,"{""name"":""web-accesslog""}",0,normal_web
wazuh-archives-4.x-2026.03.03,LmMis5wBrbzKPwSZDSGV,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,web-accesslog,"192.168.1.50 - - [03/Mar/2026:09:57:58 +0000] ""GET /login HTTP/1.1"" 404 435 ""-"" ""curl/8.17.0""",log,"Mar 3, 2026 @ 10:57:57.435",/var/log/apache2/access.log,1772531877.1226828,"Mar 3, 2026 @ 10:57:57.435",GET,192.168.1.50,404,/login,2,false,5,"[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,"[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , , , ,"{""name"":""web-accesslog""}",0,normal_web
wazuh-archives-4.x-2026.03.03,L2Mis5wBrbzKPwSZDSGV,1,1, , , ,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,web-accesslog,"192.168.1.50 - - [03/Mar/2026:09:57:58 +0000] ""GET /contact HTTP/1.1"" 404 435 ""-"" ""curl/8.17.0""",log,"Mar 3, 2026 @ 10:57:57.435",/var/log/apache2/access.log,1772531877.1226828,"Mar 3, 2026 @ 10:57:57.435",GET,192.168.1.50,404,/contact,3,false,5,"[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,"[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , , , ,"{""name"":""web-accesslog""}",0,normal_web
wazuh-archives-4.x-2026.03.03,D2Mis5wBrbzKPwSZPyNt,1,1,ubuntu-victima,kernel,Mar 03 09:58:08,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:58:08 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:58:09.829",journald,1772531889.122727,"Mar 3, 2026 @ 10:58:09.829", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,E2Mhs5wBrbzKPwSZ9iEd,1,1,ubuntu-victima,kernel,Mar 03 09:57:48,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:57:48 ubuntu-victima kernel: [UFW BLOCK] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:57:49.127",journald,1772531869.122594,"Mar 3, 2026 @ 10:57:49.127", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,02Mhs5wBrbzKPwSZoCAi,1,1,ubuntu-victima,kernel,Mar 03 09:57:28,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 09:57:28 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 10:57:29.080",journald,1772531849.122594,"Mar 3, 2026 @ 10:57:29.080", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
wazuh-archives-4.x-2026.03.03,q2Mks5wBrbzKPwSZhiTn,1,1,ubuntu-victima,systemd,Mar 03 10:00:39,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,systemd,Mar 03 10:00:39 ubuntu-victima systemd[1]: fstrim.service: Deactivated successfully.,log,"Mar 3, 2026 @ 11:00:39.748",journald,1772532039.1227713,"Mar 3, 2026 @ 11:00:39.748", , , , , , , , , , , , , , , , , , ,"{""name"":""systemd""}",0,normal_web
wazuh-archives-4.x-2026.03.03,rGMks5wBrbzKPwSZhiTn,1,1,ubuntu-victima,systemd,Mar 03 10:00:39,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,systemd,Mar 03 10:00:39 ubuntu-victima systemd[1]: Finished fstrim.service - Discard unused blocks on filesystems from /etc/fstab.,log,"Mar 3, 2026 @ 11:00:39.748",journald,1772532039.1227713,"Mar 3, 2026 @ 11:00:39.748", , , , , , , , , , , , , , , , , , ,"{""name"":""systemd""}",0,normal_web
wazuh-archives-4.x-2026.03.03,zGMks5wBrbzKPwSZrCQR,1,1,ubuntu-victima,kernel,Mar 03 10:00:48,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server,kernel,Mar 03 10:00:48 ubuntu-victima kernel: [UFW AUDIT] IN=enp0s3 OUT= MAC=01:00:5e:00:00:01:84:aa:9c:fa:b6:7b:08:00 SRC=192.168.1.1 DST=224.0.0.1 LEN=32 TOS=0x00 PREC=0x00 TTL=1 ID=0 DF PROTO=2 ,log,"Mar 3, 2026 @ 11:00:49.209",journald,1772532049.1227713,"Mar 3, 2026 @ 11:00:49.209", , , , , , , , , , , , , , , , , , ,"{""name"":""kernel""}",0,normal_web
